62,-0.003082275
66,0.003387451
70,0.003479004
74,0.003280640
78,0.002700806
82,0.001617432
86,-0.000030518
90,-0.002334595
94,-0.005294800
98,-0.008865356
102,-0.012939453
106,-0.017349243
110,-0.021789551
114,-0.025909424
118,-0.029281616
122,-0.031387329
126,-0.031738281
130,0.029785156
134,0.025085449
138,0.017257690
142,0.006134033
146,-0.008316040
150,-0.025817871
154,-0.045837402
158,-0.067520142
162,-0.089706421
166,-0.110946655
170,-0.129562378
174,-0.143676758
178,-0.151306152
182,-0.150497437
186,-0.139450073
190,-0.116577148
194,0.080688477
198,0.031082153
202,-0.032379150
3,-0.000015259
7,-0.000030518
11,-0.000045776
15,-0.000076294
19,-0.000106812
23,-0.000167847
27,-0.000259399
31,-0.000396729
35,-0.000579834
39,-0.000808716
43,-0.001113892
47,-0.001480103
51,-0.001907349
55,-0.002349854
59,-0.002792358
63,-0.003173828
67,0.003433228
71,0.003463745
75,0.003173828
79,0.002487183
83,0.001266479
87,-0.000549316
91,-0.003005981
95,-0.006118774
99,-0.009841919
103,-0.014022827
107,-0.018463135
111,-0.022857666
115,-0.026840210
119,-0.029937744
123,-0.031661987
127,-0.031478882
131,0.028884888
135,0.023422241
139,0.014801025
143,0.002822876
147,-0.012420654
151,-0.030609131
155,-0.051132202
159,-0.073059082
163,-0.095169067
167,-0.115921021
171,-0.133590698
175,-0.146255493
179,-0.151962280
183,-0.148773193
187,-0.134887695
191,-0.108856201
195,0.069595337
199,0.016510010
203,-0.050354004
204,-0.069168091
208,-0.152206421
212,-0.246505737
216,-0.349868774
220,-0.459472656
224,-0.572036743
228,-0.683914185
232,-0.791213989
236,-0.890090942
240,-0.976852417
244,-1.048156738
248,-1.101211548
252,-1.133926392
256,1.144989014
260,1.133926392
264,1.101211548
268,1.048156738
272,0.976852417
276,0.890090942
280,0.791213989
284,0.683914185
288,0.572036743
292,0.459472656
296,0.349868774
300,0.246505737
304,0.152206421
308,0.069168091
312,-0.001068115
316,-0.057617187
320,0.100311279
324,0.129577637
328,0.146362305
332,0.152069092
336,0.148422241
340,0.137298584
344,0.120697021
348,0.100540161
352,0.078628540
356,0.056533813
360,0.035552979
364,0.016708374
368,-0.000686646
372,-0.012115479
376,-0.021575928
380,-0.027801514
384,0.031082153
388,0.031814575
392,0.030532837
396,0.027725220
400,0.023910522
404,0.019577026
205,-0.088775635
209,-0.174789429
213,-0.271591187
217,-0.376800537
221,-0.487472534
225,-0.600219727
229,-0.711318970
233,-0.816864014
237,-0.913055420
241,-0.996246338
245,-1.063217163
249,-1.111373901
253,-1.138763428
257,1.144287109
261,1.127746582
265,1.089782715
269,1.031936646
273,0.956481934
277,0.866363525
281,0.765029907
285,0.656219482
289,0.543823242
293,0.431655884
297,0.323318481
301,0.221984863
305,0.130310059
309,0.050354004
313,-0.016510010
317,-0.069595337
321,0.108856201
325,0.134887695
329,0.148773193
333,0.151962280
337,0.146255493
341,0.133590698
345,0.115921021
349,0.095169067
353,0.073059082
357,0.051132202
361,0.030609131
365,0.012420654
369,-0.002822876
373,-0.014801025
377,-0.023422241
381,-0.028884888
385,0.031478882
389,0.031661987
393,0.029937744
397,0.026840210
401,0.022857666
405,0.018463135
206,-0.109161377
210,-0.198059082
214,-0.297210693
218,-0.404083252
222,-0.515609741
226,-0.628295898
230,-0.738372803
234,-0.841949463
238,-0.935195923
242,-1.014617920
246,-1.077117920
250,-1.120223999
254,-1.142211914
258,1.142211914
262,1.120223999
266,1.077117920
270,1.014617920
274,0.935195923
278,0.841949463
282,0.738372803
286,0.628295898
290,0.515609741
294,0.404083252
298,0.297210693
302,0.198059082
306,0.109161377
310,0.032379150
314,-0.031082153
318,-0.080688477
322,0.116577148
326,0.139450073
330,0.150497437
334,0.151306152
338,0.143676758
342,0.129562378
346,0.110946655
350,0.089706421
354,0.067520142
358,0.045837402
362,0.025817871
366,0.008316040
370,-0.006134033
374,-0.017257690
378,-0.025085449
382,-0.029785156
386,0.031738281
390,0.031387329
394,0.029281616
398,0.025909424
402,0.021789551
406,0.017349243
207,-0.130310059
211,-0.221984863
215,-0.323318481
219,-0.431655884
223,-0.543823242
227,-0.656219482
231,-0.765029907
235,-0.866363525
239,-0.956481934
243,-1.031936646
247,-1.089782715
251,-1.127746582
255,-1.144287109
259,1.138763428
263,1.111373901
267,1.063217163
271,0.996246338
275,0.913055420
279,0.816864014
283,0.711318970
287,0.600219727
291,0.487472534
295,0.376800537
299,0.271591187
303,0.174789429
307,0.088775635
311,0.015228271
315,-0.044784546
319,-0.090927124
323,0.123474121
327,0.143264771
331,0.151596069
335,0.150115967
339,0.140670776
343,0.125259399
347,0.105819702
351,0.084182739
355,0.061996460
359,0.040634155
363,0.021179199
367,0.004394531
371,-0.009231567
375,-0.019531250
379,-0.026535034
383,-0.030517578
387,0.031845093
391,0.031005859
395,0.028533936
399,0.024932861
403,0.020690918
407,0.016235352
408,0.015121460
412,0.010848999
416,0.007003784
420,0.003723145
424,0.001098633
428,-0.000869751
432,-0.002227783
436,-0.003051758
440,-0.003417969
444,-0.003463745
448,0.003250122
452,0.002899170
456,0.002456665
460,0.002014160
464,0.001586914
468,0.001205444
472,0.000885010
476,0.000625610
480,0.000442505
484,0.000289917
488,0.000198364
492,0.000122070
496,0.000076294
500,0.000045776
504,0.000030518
508,0.000015259
409,0.014022827
413,0.009841919
417,0.006118774
421,0.003005981
425,0.000549316
429,-0.001266479
433,-0.002487183
437,-0.003173828
441,-0.003463745
445,-0.003433228
449,0.003173828
453,0.002792358
457,0.002349854
461,0.001907349
465,0.001480103
469,0.001113892
473,0.000808716
477,0.000579834
481,0.000396729
485,0.000259399
489,0.000167847
493,0.000106812
497,0.000076294
501,0.000045776
505,0.000030518
509,0.000015259
410,0.012939453
414,0.008865356
418,0.005294800
422,0.002334595
426,0.000030518
430,-0.001617432
434,-0.002700806
438,-0.003280640
442,-0.003479004
446,-0.003387451
450,0.003082275
454,0.002685547
458,0.002243042
462,0.001785278
466,0.001388550
470,0.001037598
474,0.000747681
478,0.000534058
482,0.000366211
486,0.000244141
490,0.000152588
494,0.000106812
498,0.000061035
502,0.000030518
506,0.000015259
510,0.000015259
411,0.011886597
415,0.007919312
419,0.004486084
423,0.001693726
427,-0.000442505
431,0.001937866
435,0.002883911
439,-0.003372192
443,-0.003479004
447,-0.003326416
451,0.002990723
455,0.002578735
459,0.002120972
463,0.001693726
467,0.001296997
471,0.000961304
475,0.000686646
479,0.000473022
483,0.000320435
487,0.000213623
491,0.000137329
495,0.000091553
499,0.000061035
503,0.000030518
507,0.000015259
511,0.000015259
