0,0.000000000
4,-0.000015259
8,-0.000030518
12,-0.000045776
16,-0.000076294
20,-0.000122070
24,-0.000198364
28,-0.000289917
32,-0.000442505
36,-0.000625610
40,-0.000885010
44,-0.001205444
48,-0.001586914
52,-0.002014160
56,-0.002456665
60,-0.002899170
64,0.003250122
68,0.003463745
72,0.003417969
76,0.003051758
80,0.002227783
84,0.000869751
88,-0.001098633
92,-0.003723145
96,-0.007003784
100,-0.010848999
104,-0.015121460
108,-0.019577026
112,-0.023910522
116,-0.027725220
120,-0.030532837
124,-0.031814575
128,0.031082153
132,0.027801514
136,0.021575928
140,0.012115479
144,-0.000686646
148,-0.016708374
152,-0.035552979
156,-0.056533813
160,-0.078628540
164,-0.100540161
168,-0.120697021
172,-0.137298584
176,-0.148422241
180,-0.152069092
184,-0.146362305
188,-0.129577637
192,0.100311279
196,0.057617187
200,0.001068115
1,-0.000015259
5,-0.000015259
9,-0.000030518
13,-0.000061035
17,-0.000091553
21,-0.000137329
25,-0.000213623
29,-0.000320435
33,-0.000473022
37,-0.000686646
41,-0.000961304
45,-0.001296997
49,-0.001693726
53,-0.002120972
57,-0.002578735
61,-0.002990723
65,0.003326416
69,0.003479004
73,0.003372192
77,0.002883911
81,0.001937866
85,0.000442505
89,-0.001693726
93,-0.004486084
97,-0.007919312
101,-0.011886597
105,-0.016235352
109,-0.020690918
113,-0.024932861
117,-0.028533936
121,-0.031005859
125,-0.031845093
129,0.030517578
133,0.026535034
137,0.019531250
141,0.009231567
145,-0.004394531
149,-0.021179199
153,-0.040634155
157,-0.061996460
161,-0.084182739
165,-0.105819702
169,-0.125259399
173,-0.140670776
177,-0.150115967
181,-0.151596069
185,-0.143264771
189,-0.123474121
193,0.090927124
197,0.044784546
201,-0.015228271
2,-0.000015259
6,-0.000015259
10,-0.000030518
14,-0.000061035
18,-0.000106812
22,-0.000152588
26,-0.000244141
30,-0.000366211
34,-0.000534058
38,-0.000747681
42,-0.001037598
46,-0.001388550
50,-0.001785278
54,-0.002243042
58,-0.002685547
